brw_ord_no,pkg_amt,loan_amt,dep_prov_no,dep_city_no,pkg_typ,in_come,usr_job,schooling,marital_sta,gender,age,target
50620221027153358168346949,79,1600,22,280,01,003,006,006,1,男,36,good
50620221018104938141768274,99,2010,22,280,01,005,,003,1,男,52,good
50620221016122814132238037,74,480,22,818,01,003,003,003,1,男,54,good
50620221008113850102030193,64,1300,22,280,01,004,009,003,1,女,53,good
50620221015132416129158618,0,1460,22,830,01,003,001,003,0,男,29,good
50620221012144454118806209,0,750,22,834,01,003,001,004,1,女,34,good
50620221001193752063346431,69,1420,10,514,01,003,017,004,1,女,32,good
50620221021134508151538008,0,1460,22,831,01,003,001,006,1,男,53,good
50620221002105715065217863,269,1600,31,230,01,002,008,005,1,男,50,good
50620221001101800062585089,254,2940,10,512,01,005,003,004,1,男,40,bad
50620221011215911114819594,267,2050,22,840,01,004,006,004,1,男,35,good
50620221024164842160470856,99,2010,22,835,01,003,002,003,1,男,49,good
50620221015144235129243807,98,540,17,712,01,004,005,006,1,男,35,good
50620221003093302068132431,0,750,22,830,01,002,001,006,1,男,51,good
50620221007152608092708436,0,750,22,816,01,002,001,004,1,男,58,good
50620221014121114125698768,0,1200,22,812,01,003,001,004,1,女,40,good
50620221003150200070251139,149,3000,22,817,01,004,016,004,1,男,37,bad
50620221016100436131735768,239,1240,27,930,01,004,016,003,1,男,47,good
50620221004180805075310778,129,760,12,558,01,002,006,006,1,男,29,good
50620221007173959094796675,239,1420,12,564,01,003,002,006,1,男,54,good
50620221011124248114418765,129,660,27,930,01,004,018,003,1,女,42,good
50620221014173343126092216,90,770,22,834,01,004,001,006,1,女,57,good
50620221021095309150930603,199,1209,31,230,01,005,006,005,1,男,53,good
50620221002124431065369434,158,1502,09,210,01,004,017,003,1,男,36,bad
50620221029182851172235917,0,1200,22,831,01,003,001,003,1,女,43,good
50620221002081341064099714,128,1240,17,712,01,007,003,004,1,女,48,good
50620221028162523170369795,199,1209,31,230,01,002,006,006,1,男,34,good
50620221030095427173475345,72,1404,31,230,01,004,015,006,1,男,57,good
50620221024181323160566145,199,1209,31,230,01,005,006,004,1,男,39,good
50620221007132430090811714,88,858,09,210,01,003,003,004,1,女,45,good
50620221028110735169957877,141,1150,22,833,01,002,003,004,1,女,45,good
50620221005100413077812049,149,3030,22,812,01,002,008,005,1,男,47,good
50620221018135229142234243,168,970,17,715,01,003,021,006,1,男,53,good
50620221028194205170521658,0,1460,22,816,01,002,001,006,1,女,52,good
50620221031132058175721212,0,1200,22,831,01,003,001,003,1,男,49,good
50620221005174931079677094,129,680,17,710,01,005,010,003,1,男,42,good
50620221007133215090940393,158,917,09,210,01,004,004,006,1,女,40,good
50620221005142933079403070,169,1630,17,270,01,003,006,005,0,男,31,good
50620221002110112065223885,0,750,22,827,01,003,006,004,1,女,58,good
50620221012164550119014026,0,2860,22,818,01,005,002,002,1,女,43,good
50620221008143829102208660,38,220,15,530,01,004,,004,1,男,44,good
50620221007112815088889586,0,950,22,831,01,002,001,006,1,男,52,good
50620221007153048092778684,0,1460,22,280,01,005,006,003,1,女,34,good
50620221012171536119035736,139,1346,31,230,01,004,004,003,1,男,41,good
50620221002113852065272206,166,1460,22,834,01,005,008,003,1,男,28,good
50620221011111341114002820,149,3000,22,817,01,005,015,004,0,男,33,bad
50620221001131030062873469,0,750,22,831,01,007,006,006,1,男,54,good
50620221011150130114481622,0,2430,16,377,01,002,006,006,1,男,42,bad
50620221010123704110679094,128,741,09,210,01,003,,003,1,男,30,good
50620221004115323074608781,128,1240,17,716,01,005,001,004,1,男,34,good
50620221006142444082892486,0,950,22,834,01,007,,006,1,男,39,good
50620221019111446145067859,269,1600,31,230,01,003,003,004,1,男,50,good
50620221022165600154723864,0,750,22,280,01,002,003,006,1,男,60,good
50620221022161318154681403,128,740,17,715,01,003,009,005,1,男,54,good
50620221031171427175874811,72,1404,31,230,01,002,008,005,1,男,43,good
50620221001154213063150063,198,1130,17,713,01,002,006,006,1,女,28,good
50620221001155730063167867,0,950,22,830,01,006,004,003,1,女,38,good
50620221028132052170213786,369,2107,31,230,01,004,001,003,1,男,37,good
50620221029162956172150366,169,3000,22,816,01,004,005,004,1,男,32,bad
50620221028190412170502198,0,950,22,825,01,003,005,006,1,男,61,good
50620221017091552134365035,0,1200,22,830,01,004,006,004,1,女,38,good
50620221023180314157608231,0,1200,22,834,01,004,002,006,1,男,29,good
50620221025110346162896672,269,1600,31,230,01,003,005,005,1,男,34,good
50620221001155229063166997,0,950,22,831,01,004,005,004,1,男,37,good
50620221010162138111090302,0,750,22,834,01,002,,006,1,男,55,good
50620221017172934139147790,0,750,22,834,01,003,001,004,1,男,44,good
50620221024105735159871581,139,1200,22,826,01,003,003,004,1,男,49,good
50620221018155116142379381,0,950,22,281,01,003,004,003,1,男,49,good
50620221031114405175511717,72,1404,31,230,01,002,021,006,1,男,49,good
50620221030180450174137114,10,480,10,250,01,002,004,004,0,女,48,good
50620221001131907062873818,0,950,22,830,01,007,,003,1,男,54,good
50620221002100054064911451,0,1460,22,839,01,005,001,003,1,男,37,good
50620221005141737079401792,72,1404,31,230,01,002,003,001,1,男,38,good
50620221013155324122660601,0,1460,22,834,01,003,001,006,1,女,44,good
50620221020184535148793014,98,950,17,710,01,003,001,003,1,女,39,good
50620221003174616070476985,0,750,22,816,01,003,006,004,1,男,35,good
50620221006162027083107487,90,770,22,816,01,003,006,004,1,男,55,good
50620221011181718114660151,0,2632,16,370,01,005,003,003,1,男,45,good
50620221015134228129160538,0,750,22,816,01,002,003,005,1,女,49,good
50620221030181640174137865,179,1200,22,817,01,005,008,003,1,男,53,good
50620221020190355148813952,149,3000,22,817,01,004,001,005,1,女,29,bad
50620221020134656148478096,139,760,31,230,01,003,005,006,1,男,36,good
50620221012190300119235748,92,730,22,817,01,004,017,003,1,女,31,good
50620221007140529091441994,0,750,22,830,01,005,001,004,1,男,44,good
50620221001124104062869932,0,950,22,818,01,001,001,001,0,女,39,good
50620221006114448082719694,0,950,22,840,01,004,006,004,1,男,45,good
50620221016100824131807112,0,750,22,832,01,002,001,006,1,女,34,good
50620221029163920172151274,199,1209,31,230,01,004,011,004,1,男,56,good
50620221013104729122195002,99,2010,22,829,01,006,015,005,1,男,35,good
50620221026110047165218120,96,650,22,818,01,004,001,005,1,女,50,good
50620221018115725141917935,199,1209,31,230,01,005,003,004,1,男,35,good
50620221013145904122593138,0,1200,22,280,01,005,005,006,1,男,32,good
50620221028104729169935454,98,540,17,715,01,003,003,003,1,女,56,good
50620221021210301151862663,68,507,31,230,01,002,003,006,1,女,30,good
50620221007155305093135939,0,1200,22,834,01,001,001,006,1,男,55,good
50620221012104637117892374,0,950,22,830,01,003,001,004,1,男,62,good
50620221006124440082799693,92,730,22,817,01,003,006,001,1,女,28,good
50620221027131657168194252,0,2150,22,818,01,003,006,003,1,女,36,good
50620221007122601089808402,158,1502,09,210,01,003,003,006,1,男,44,good
50620221006173056083158659,99,2010,22,280,01,004,009,003,1,男,49,good
50620221025094406162698151,129,1300,12,560,01,004,004,003,1,男,39,good
50620221022135406154528084,0,950,22,839,01,003,001,004,1,女,42,good
50620221021104230151117785,79,1600,22,838,01,002,003,004,1,男,44,bad
50620221001125143062872195,0,750,22,830,01,004,005,004,1,女,53,good
50620221004120454074660934,129,760,12,558,01,003,008,006,1,男,56,good
50620221007102551087934393,118,1092,09,210,01,003,,005,1,男,60,good
50620221024152503160370556,79,1600,22,830,01,003,001,004,1,女,31,good
50620221004152040075166763,0,950,22,830,01,002,001,006,1,男,53,good
50620221021183453151758617,64,1300,22,816,01,004,008,004,1,男,53,good
50620221001100002062551089,159,940,12,550,01,003,006,005,1,男,50,good
50620221020100818147823337,98,950,17,710,01,003,001,003,1,男,39,good
50620221020121236148299071,0,750,22,834,01,002,006,006,1,女,29,good
50620221010162459111097008,0,750,22,839,01,003,001,004,0,男,26,good
50620221022170005154723530,199,1209,31,230,01,005,006,003,1,男,35,good
50620221015134805129166755,198,1540,17,722,01,004,001,005,1,男,39,good
50620221014164255126004181,269,1600,31,230,01,003,006,005,1,男,54,good
50620221004123031074806140,198,1130,17,714,01,003,006,006,1,男,50,good
50620221012155935118968747,118,1092,09,210,01,003,003,004,1,男,50,good
50620221024165815160480327,0,750,22,839,01,003,015,006,1,男,30,good
50620221024162729160457144,0,750,22,834,01,004,001,006,1,男,54,good
50620221007205615097793196,0,750,22,816,01,002,001,004,1,男,55,good
50620221015130238129156906,0,1200,22,834,01,003,001,006,1,男,46,good
50620221019103941144947002,209,1810,22,827,01,004,021,005,1,女,51,good
50620221007205937097843079,0,950,22,834,01,007,021,001,1,男,49,good
50620221006144823082935631,149,3030,22,816,01,004,006,004,1,男,39,good
50620221004100408073137437,118,1092,09,210,01,004,003,003,1,男,45,good
50620221020102216147873942,169,1014,31,230,01,002,001,006,1,男,37,good
50620221029181739172223825,169,1639,31,230,01,004,,003,1,女,28,good
50620221007131005090548378,68,663,31,230,01,004,004,003,1,男,39,good
50620221017185128139186833,0,1200,22,832,01,002,008,005,1,男,28,good
50620221007153020092771681,198,1930,17,716,01,004,006,003,1,男,36,good
50620221014140139125797656,199,1190,18,743,01,003,006,004,1,男,33,good
50620221003120635069569544,0,950,22,818,01,002,006,006,1,男,56,good
50620221012160353118987771,0,950,22,830,01,003,006,006,1,男,56,good
50620221001155110063166461,388,4000,09,210,01,007,001,003,1,男,36,good
50620221029130741171962394,199,1209,31,230,01,003,001,006,1,女,51,good
50620221019144028145415546,199,1209,31,230,01,003,004,005,1,男,41,good
50620221031171733175881291,229,1170,17,718,01,005,007,004,1,男,57,good
50620221026141556165560325,0,1200,22,831,01,003,001,005,1,男,51,good
50620221020153336148615909,128,740,17,715,01,002,003,005,1,女,27,good
50620221002165707065705093,0,750,22,812,01,002,001,004,0,男,28,good
50620221023123121157309057,0,1660,22,834,01,003,001,004,1,男,23,good
50620221021132618151536520,0,1460,22,830,01,003,006,004,1,女,32,good
50620221027091747167838806,49,990,22,826,01,001,017,006,1,女,36,good
50620221029130058171964385,0,1460,22,830,01,007,008,004,1,女,42,good
50620221026175234165828517,199,1209,31,230,01,003,004,003,1,男,31,good
50620221010120931110598481,0,950,22,816,01,003,005,005,1,男,30,good
50620221020100839147825554,0,1660,22,825,01,003,006,003,1,女,36,good
50620221030150435173962367,0,1460,22,834,01,003,021,006,1,女,46,good
50620221016171804132673509,0,1200,22,834,01,002,,006,1,男,40,good
50620221012095331117073668,79,1600,22,830,01,003,003,004,1,男,53,good
50620221021162837151675030,0,950,22,832,01,003,003,004,1,男,43,good
50620221027101213167967972,0,1460,22,825,01,004,006,004,1,男,48,good
50620221019142638145392027,0,1200,22,830,01,004,,003,1,女,45,good
50620221016123913132297042,166,1460,22,816,01,003,006,004,1,男,42,good
50620221031142753175727904,99,351,31,230,01,003,006,005,1,女,29,good
50620221024105239159871197,99,2010,22,825,01,002,005,006,1,男,57,good
50620221026192906165939926,110,970,22,812,01,002,006,006,1,男,54,good
50620221016134206132400332,0,950,22,834,01,002,001,006,1,女,39,good
50620221025160243163162291,0,1660,22,280,01,005,008,005,1,男,57,good
50620221012082354115583186,269,1560,17,713,01,004,005,004,1,男,54,good
50620221029132633171966054,0,950,22,834,01,003,007,005,1,女,57,good
50620221007175850095088423,0,950,22,834,01,002,,006,1,男,40,good
50620221024125012160093966,199,1209,31,230,01,003,015,004,1,男,49,good
50620221018113838141913461,90,770,22,825,01,003,006,004,1,女,29,good
50620221025162326163195463,166,1460,22,829,01,004,006,004,1,男,36,good
50620221019111416145068259,0,1460,22,834,01,001,001,006,1,男,37,good
50620221020180103148777775,38,220,15,530,01,004,005,003,1,男,23,good
50620221024123735160092980,199,1209,31,230,01,003,001,004,1,男,45,good
50620221020112817148210568,0,750,22,825,01,003,006,006,0,男,30,good
50620221031110006175469670,98,950,17,710,01,003,001,003,1,女,44,good
50620221008180054102415693,0,1200,22,834,01,003,005,004,1,男,31,good
50620221013133244122586908,99,2010,22,838,01,002,003,006,1,男,44,good
50620221022101035153871123,64,1300,22,838,01,003,008,006,1,女,55,good
50620221016140256132460099,139,1200,22,816,01,001,,006,1,女,57,good
50620221030162153174027387,0,1200,22,825,01,003,021,004,1,女,36,good
50620221021150330151580655,188,2200,09,210,01,003,003,006,0,男,32,bad
50620221015132525129158983,169,1014,31,230,01,003,016,003,1,男,50,good
50620221002154932065652996,79,1600,22,280,01,003,005,006,1,男,56,bad
50620221026123034165491299,199,1209,31,230,01,004,006,004,1,女,25,good
50620221006150651083042242,199,950,27,938,01,003,003,004,1,男,44,good
50620221003131653070144506,139,1200,22,830,01,003,006,006,1,男,41,good
50620221016131644132316593,99,2010,22,816,01,005,003,003,1,女,32,good
50620221018100212141618470,0,1460,22,834,01,002,008,005,1,女,52,good
50620221011150526114500271,64,1300,22,838,01,002,001,006,1,女,37,good
50620221018133625142232051,118,1092,09,210,01,007,010,003,1,男,44,good
50620221011101637113690186,64,1300,22,838,01,005,001,004,1,男,58,good
50620221010180918111185962,158,1469,09,210,01,004,003,003,0,男,29,good
50620221011202208114754660,199,1209,31,230,01,004,017,003,1,女,58,good
50620221009145126106476222,129,520,12,552,01,003,012,004,1,女,42,good
50620221018095829141595529,99,2010,22,838,01,002,001,006,1,女,46,good
50620221001104329062622404,269,2614,31,230,01,002,,004,1,男,29,good
50620221017123605137625428,0,2150,22,834,01,002,,006,1,男,44,good
50620221002151537065627947,72,1404,31,230,01,003,005,003,1,男,53,good
50620221006170346083135939,118,1092,09,210,01,001,001,005,1,男,30,bad
50620221008154144102283005,169,1014,31,230,01,003,006,005,1,女,29,good
50620221026152252165680140,0,1200,22,834,01,001,006,006,1,女,26,good
50620221031185930175958242,0,1460,22,818,01,003,002,003,1,女,53,good
50620221020144859148523533,68,956,31,230,01,002,006,006,1,女,57,bad
50620221023100755156813628,0,1460,22,830,01,004,021,003,1,男,45,good
50620221003140917070163609,166,1460,22,812,01,002,018,006,1,男,58,good
50620221007102055087850958,0,750,22,827,01,003,017,003,1,女,29,good
50620221005155158079575551,72,1404,31,230,01,004,006,003,1,男,55,good
50620221008092453101221087,158,1502,09,210,01,004,,004,1,男,38,good
50620221010182927111201118,0,2150,22,827,01,003,012,005,1,男,26,good
50620221026180740165843991,199,1209,31,230,01,006,006,004,1,男,47,good
50620221014103035125191359,199,1209,31,230,01,002,006,006,1,男,26,good
50620221018143903142242396,117,2460,22,280,01,004,004,002,1,女,46,good
50620221014175918126114315,0,1660,22,839,01,003,009,005,1,女,36,good
50620221001103649062621177,0,1200,22,827,01,004,017,003,1,男,42,good
50620221023094935156729180,0,1660,22,840,01,003,006,003,0,男,30,good
50620221019123235145325850,139,1200,22,834,01,003,006,005,1,男,40,good
50620221028105438169934222,0,1200,22,839,01,004,001,004,1,女,53,good
50620221016163925132621188,79,1600,22,830,01,003,003,006,1,男,57,good
50620221012131532118693138,0,750,22,830,01,004,007,004,1,男,28,good
50620221007104032088167856,188,1092,09,210,01,006,006,006,1,男,47,good
50620221009164435106628515,166,1460,22,817,01,003,001,004,1,女,34,good
50620221021122800151367435,148,1440,17,724,01,007,005,004,1,男,58,good
50620221006191859083244723,128,740,17,715,01,003,003,006,1,男,58,good
50620221005202041079771053,0,950,22,830,01,003,021,006,1,女,30,good
50620221026151225165664860,129,760,12,558,01,002,,003,1,女,37,good
50620221016141054132460988,139,760,31,230,01,003,007,004,1,男,33,good
50620221007103114088023069,0,950,22,827,01,003,005,003,1,男,61,good
50620221006154448083084658,0,750,22,830,01,003,006,004,1,女,25,good
50620221019163348145534654,139,1346,31,230,01,005,,004,1,女,37,good
50620221008105931101957333,79,1600,22,838,01,003,021,006,1,男,55,good
50620221004174653075304405,119,710,18,734,01,004,008,004,1,女,36,good
50620221002134427065554269,0,750,22,830,01,003,006,004,1,女,44,good
50620221016113505132192250,369,2107,31,230,01,002,021,006,1,男,40,good
50620221005172426079664267,79,1600,22,813,01,004,005,004,1,女,36,good
50620221022164944154712140,199,1209,31,230,01,003,001,004,1,男,49,good
50620221003172418070474058,119,2420,22,830,01,003,021,006,1,男,42,good
50620221029173910172199170,199,1209,31,230,01,003,001,003,1,男,38,good
50620221012161801118997842,199,1209,31,230,01,004,006,003,1,男,45,good
50620221016153741132541960,0,750,22,834,01,003,006,004,1,男,55,good
50620221027141934168287747,129,1300,12,560,01,004,006,004,1,男,56,good
50620221004123825074880469,108,624,09,210,01,004,,006,1,男,47,good
50620221022182652154781344,68,507,31,230,01,001,003,006,1,女,41,good
50620221021204837151855241,369,2107,31,230,01,005,008,003,1,男,47,good
50620221002092254064625291,98,540,17,712,01,005,008,003,1,女,50,good
50620221017090355134194419,129,680,17,717,01,002,001,005,1,女,56,good
50620221002162018065678495,166,1460,22,827,01,003,006,004,1,男,55,good
50620221005120542078837655,168,1630,17,270,01,002,007,006,1,男,61,good
50620221030111334173665118,199,1209,31,230,01,002,006,006,1,女,57,good
50620221025112907162899502,149,3030,22,816,01,007,008,004,0,男,34,bad
50620221008154615102290781,26,507,31,230,01,004,006,004,1,女,37,good
50620221003142914070165608,279,2440,10,510,01,003,003,006,1,男,30,good
50620221023115339157295267,0,1200,22,834,01,002,001,006,1,女,51,good
50620221019100454144796840,369,2107,31,230,01,005,006,004,1,男,33,good
50620221009153641106580976,64,1300,22,280,01,002,001,006,1,男,45,good
50620221003170556070451881,229,1320,17,713,01,005,008,004,1,男,50,good
50620221007143054091837637,0,1200,22,834,01,002,001,004,1,女,25,good
50620221022091452153607492,148,1440,17,716,01,003,008,004,1,女,39,good
50620221023132750157346708,129,1300,12,560,01,003,003,006,1,男,24,good
50620221007104259088203722,139,1200,22,817,01,003,021,005,1,男,42,good
50620221030160330174008513,0,750,22,830,01,003,006,006,1,女,60,good
50620221008172842102391526,0,1460,22,830,01,004,,006,1,男,38,good
50620221016164248132626587,0,750,22,834,01,002,004,006,1,男,37,good
50620221001140847062949696,98,780,31,230,01,003,005,006,1,男,33,good
50620221019130114145334503,79,1600,22,825,01,005,004,003,1,男,43,good
50620221029092242171632888,199,1209,31,230,01,002,007,006,1,男,58,good
50620221016101733131860575,99,2010,22,835,01,003,001,005,1,男,55,good
50620221020103349147963309,0,950,22,831,01,002,006,006,1,男,61,good
50620221024141343160287763,79,1600,22,838,01,002,003,004,0,女,30,good
50620221017182407139178720,0,750,22,830,01,002,001,005,1,男,61,good
50620221006140719082855618,225,1480,22,818,01,005,008,004,1,男,54,good
50620221006151944083062601,0,750,22,834,01,001,001,006,1,女,29,good
50620221015145740129246425,96,650,22,818,01,005,021,004,1,男,48,good
50620221019152811145487696,0,2400,22,830,01,004,007,006,1,男,53,good
50620221010101425109521981,0,950,22,812,01,003,003,004,1,男,25,good
50620221005102438078033858,0,750,22,832,01,004,,003,1,男,42,good
50620221017165230139110414,98,540,17,715,01,002,008,006,1,女,61,good
50620221022102209153873427,0,750,22,830,01,004,005,005,1,男,60,good
50620221013171735122743368,0,950,22,830,01,003,,004,1,女,29,good
50620221021180859151746312,300,1990,22,818,01,004,006,003,1,男,44,good
50620221017154328139037033,0,750,22,834,01,003,006,003,0,男,28,good
50620221008105105101955902,0,1460,22,818,01,003,007,005,1,男,38,good
50620221028110850169957561,198,1540,17,724,01,002,003,004,0,男,30,good
50620221009105052105787927,0,2150,22,834,01,004,001,004,1,女,40,good
50620221029091203171624475,39,760,31,230,01,004,006,005,1,男,48,good
50620221021114617151328395,100,2010,10,511,01,003,008,005,1,男,43,bad
50620221017142618138712818,99,2010,22,816,01,004,006,004,1,男,59,good
50620221016104830132029923,0,1460,22,827,01,004,021,004,1,女,31,good
50620221019080635143118778,129,760,12,550,01,007,001,003,1,男,57,good
50620221021182133151750759,64,1300,22,816,01,002,021,006,1,女,59,good
50620221025111015162896890,0,750,22,839,01,004,001,003,1,男,57,good
50620221010134051110916694,369,2107,31,230,01,002,021,004,0,男,34,good
50620221023114917157295096,99,2010,22,835,01,002,001,006,1,男,32,good
50620221016125037132297837,0,950,22,834,01,003,001,006,1,男,48,good
50620221013123633122423832,118,1092,09,210,01,003,,006,1,男,27,good
50620221011132249114421765,0,1660,22,834,01,003,006,004,1,女,57,good
50620221019164645145545061,0,1417,16,379,01,003,003,006,1,男,33,good
50620221006112711082620601,0,1200,22,280,01,004,009,003,1,男,46,good
50620221009160116106603570,0,2860,22,818,01,003,006,003,1,男,28,good
50620221003163429070427387,0,1460,22,830,01,002,,006,1,男,33,good
50620221002190646065792345,0,950,22,834,01,005,001,006,1,女,49,good
50620221016170430132645973,88,507,09,210,01,003,,005,1,男,58,good
50620221005153957079557147,64,1300,22,826,01,003,006,006,1,男,49,good
50620221011172636114636039,0,750,22,830,01,007,001,004,1,男,32,good
50620221018110313141806680,99,2010,22,825,01,003,006,004,1,男,44,good
50620221019105137144949292,149,990,22,818,01,005,003,003,1,女,43,good
50620221030172634174112893,139,1200,22,832,01,002,003,006,0,男,43,good
50620221010140600110948365,0,950,22,831,01,005,008,006,1,男,51,good
50620221020130300148369175,119,2420,22,812,01,002,001,006,1,女,38,good
50620221013134823122587328,199,1209,31,230,01,004,003,004,1,男,56,good
50620221016133055132363416,0,750,22,825,01,004,008,005,1,女,32,good
50620221015132835129159527,118,1092,09,210,01,002,003,004,1,女,29,good
50620221015185039129488610,0,1660,22,834,01,002,006,004,1,男,31,good
50620221029111024171900335,129,760,12,558,01,003,005,006,1,女,51,good
50620221024172810160519677,148,3000,22,280,01,004,006,003,1,男,28,good
50620221027185352168517706,64,1300,22,838,01,003,003,006,1,女,43,good
50620221014174124126092541,90,1756,31,230,01,003,021,005,1,男,49,good
50620221029132352171965610,208,1999,09,210,01,005,009,003,1,男,30,bad
50620221016105616132031367,158,1502,09,210,01,003,,003,1,男,30,good
50620221019154702145510376,0,750,22,834,01,001,001,006,1,女,35,good
50620221003094022068271406,148,1440,17,716,01,005,005,003,1,男,52,good
50620221001122030062852233,119,2420,22,825,01,003,003,004,1,男,45,good
50620221030161339174011238,199,1209,31,230,01,004,003,006,1,男,27,good
50620221004084820071969984,158,1502,09,210,01,005,,006,1,男,55,good
50620221010151503111034623,118,1092,09,210,01,003,003,006,1,女,37,good
50620221029110318171871177,199,1209,31,230,01,003,016,003,1,男,46,good
50620221029115811171909336,0,950,22,818,01,004,006,004,1,女,24,good
50620221014102118125189862,0,1200,22,830,01,003,006,004,1,女,53,good
50620221008144857102209364,64,1300,22,280,01,002,,006,1,女,33,good
50620221024101525159695568,0,950,22,832,01,003,001,006,1,女,53,good
50620221004174341075299261,299,1540,27,930,01,003,018,004,1,男,31,good
50620221002200823065831198,0,1200,22,834,01,003,001,006,1,男,56,good
50620221010143925110971105,149,990,22,818,01,001,001,006,1,女,54,good
50620221001154356063152907,0,750,22,818,01,005,003,002,1,女,29,good
50620221003112812069289812,269,1600,31,230,01,002,005,005,0,男,32,good
50620221016204310132811290,169,1014,31,230,01,003,005,006,1,男,60,good
50620221023112312157248915,119,2420,22,838,01,003,003,005,1,女,48,good
50620221006154948083087134,279,2420,22,838,01,004,,004,1,女,34,good
50620221004123422074848528,58,329,09,210,01,004,,006,1,男,61,good
50620221031145521175752061,199,1931,31,230,01,003,006,006,1,女,26,good
50620221031100543175429647,169,1639,31,230,01,002,,005,1,女,41,good
50620221014110155125309948,0,950,22,832,01,002,001,006,1,男,48,good
50620221002125712065424434,118,1092,09,210,01,003,,006,1,男,39,good
50620221010113958110482140,0,950,22,818,01,004,005,006,1,男,53,bad
50620221016191947132745531,110,970,22,817,01,003,,006,1,男,42,good
50620221021184805151759874,0,950,22,280,01,003,007,003,1,女,53,bad
50620221029191707172257747,188,2204,09,210,01,005,009,003,1,男,52,bad
50620221005104631078309410,269,1600,31,230,01,004,005,004,1,男,50,good
50620221023160945157523084,139,760,31,230,01,003,003,004,1,男,39,good
50620221013093623121584624,0,750,22,830,01,002,008,006,1,女,36,good
50620221003134858070146943,79,1600,22,817,01,006,005,006,1,男,59,good
50620221013175155122766616,79,1600,22,835,01,002,001,003,1,男,55,good
50620221004160930075224747,0,750,22,834,01,003,006,004,1,男,47,good
50620221005133353079381512,0,950,22,834,01,004,001,004,1,男,40,good
50620221005182658079706225,149,3000,22,817,01,005,005,004,1,男,32,bad
50620221023092255156716542,79,1600,22,830,01,004,001,006,0,男,34,good
50620221006120201082735969,119,1010,10,515,01,004,007,004,1,男,44,bad
50620221026102912165131681,398,2320,17,711,01,004,006,003,1,男,52,good
50620221007091739086714825,90,770,22,830,01,001,021,006,1,女,50,good
50620221002092529064633290,199,1209,31,230,01,003,006,005,1,男,55,good
50620221014105753125298165,199,1209,31,230,01,004,006,003,1,女,41,good
50620221024203055160648268,209,1810,22,827,01,003,006,004,1,男,30,good
50620221017143756138819533,139,760,31,230,01,002,015,006,1,男,50,good
50620221002165943065706689,0,750,22,834,01,002,,006,1,女,35,good
50620221004202153075402159,72,1404,31,230,01,004,005,004,1,男,36,good
50620221026142627165564370,128,1112,09,210,01,003,003,005,0,男,29,bad
50620221012081514115429492,128,740,17,715,01,003,006,004,1,男,61,good
50620221017105715136090170,52,1014,31,230,01,004,003,005,0,男,31,good
50620221024160418160442309,99,2010,22,280,01,004,009,003,1,男,43,good
50620221020200825148849887,98,540,17,715,01,002,008,004,1,女,31,good
50620221004171917075288666,0,1460,22,834,01,003,001,003,1,男,37,good
50620221030164241174043253,68,956,31,230,01,003,005,004,1,女,47,good
50620221016095135131655502,236,2070,22,825,01,003,005,004,1,女,39,good
50620221027143022168288505,0,1460,22,818,01,002,006,006,1,男,49,good
50620221004134426074978698,0,750,22,830,01,003,007,003,1,女,32,good
50620221001090518062322108,0,750,22,825,01,003,003,003,1,男,30,good
50620221006104036082147119,199,1209,31,230,01,004,005,004,1,男,38,good
50620221011132933114422990,88,507,09,210,01,003,009,004,0,男,30,good
50620221029144843172068295,288,1678,09,210,01,004,021,006,1,女,38,good
50620221009170640106655975,98,540,17,710,01,003,006,003,1,女,57,good
50620221016172047132678880,0,750,22,834,01,003,001,006,1,女,40,good
50620221022092712153770077,199,1209,31,230,01,003,006,003,1,男,54,good
50620221012114509118397915,0,1460,22,833,01,002,001,006,1,男,50,good
50620221024115643160052273,0,750,22,830,01,004,006,003,1,女,54,good
50620221023121528157304725,128,740,17,714,01,002,009,006,1,女,50,good
50620221020171838148739569,0,950,22,834,01,003,011,004,1,男,27,good
50620221003150401070290144,0,950,22,834,01,005,001,006,1,女,29,good
50620221019150213145450146,72,1404,31,230,01,004,001,003,1,女,38,good
50620221012111207118244130,58,329,09,210,01,003,005,006,1,男,54,good
50620221009115215106113256,299,1540,27,934,01,003,001,006,1,男,46,good
50620221001154736063161622,158,917,09,210,01,004,007,004,1,男,55,good
50620221028114220169961668,0,1460,22,834,01,003,008,005,1,男,38,good
50620221002114419065273328,0,750,22,830,01,002,007,004,1,女,58,good
50620221006094546081653105,399,2380,12,551,01,004,003,006,1,男,39,good
50620221012173324119064811,0,750,22,818,01,002,003,006,1,女,57,good
50620221022150958154585892,0,950,22,834,01,002,001,004,0,男,25,good
50620221012110229118093616,0,1200,22,830,01,007,001,004,1,男,42,good
50620221006184603083222327,198,1540,17,724,01,003,006,005,1,女,44,good
50620221007160430093306407,119,2321,31,230,01,003,007,004,1,男,24,bad
50620221026180628165844231,119,2321,31,230,01,003,001,003,0,男,28,good
50620221026141416165558899,199,1209,31,230,01,004,012,004,1,男,39,good
50620221011114821114116705,199,1209,31,230,01,003,004,004,0,男,44,good
50620221026182116165857690,0,750,22,830,01,004,005,004,1,男,48,good
50620221021085027150156519,79,1600,22,832,01,003,001,006,1,男,37,good
50620221018114831141917456,119,2420,22,816,01,003,001,006,1,男,47,good
50620221021113647151304396,0,950,22,834,01,003,004,003,1,女,26,good
50620221020154638148628030,0,750,22,834,01,002,001,006,1,男,29,good
