brw_ord_no,pkg_amt,loan_amt,dep_prov_no,dep_city_no,pkg_typ,in_come,usr_job,schooling,marital_sta,gender,age,target
50620221015165146129362018,64,1300,22,280,01,007,021,003,1,女,53,good
50620221021191113151781262,169,1639,31,230,01,004,001,004,0,男,38,good
50620221003102749068882684,139,878,31,230,01,003,006,004,1,女,34,good
50620221002164828065696537,64,1300,22,838,01,002,003,004,1,男,49,good
50620221020105438148036717,0,1200,22,834,01,001,006,006,1,男,41,good
50620221024130636160110136,169,1639,31,230,01,004,009,003,1,男,52,good
50620221027101943167997381,64,1300,22,816,01,005,001,003,1,女,51,good
50620221027120610168136250,0,1200,22,834,01,007,001,006,1,男,57,good
50620221029174026172200297,99,2010,22,280,01,002,006,004,0,男,23,good
50620221022093432153778659,169,3000,22,826,01,007,004,005,1,男,38,good
50620221004192305075369706,0,750,22,834,01,003,001,006,1,男,61,good
50620221018172815142501338,278,2517,09,210,01,007,,003,1,男,36,good
50620221023175118157596418,110,970,22,812,01,004,001,004,1,女,35,good
50620221008135148102203155,139,2400,13,595,01,002,003,004,1,男,45,good
50620221029101111171691704,269,1600,31,230,01,005,006,003,1,男,46,good
50620221006152803083064809,0,950,22,281,01,003,006,003,1,男,35,good
50620221004183559075325711,119,2420,22,826,01,004,001,005,1,男,51,good
50620221003181807070500305,168,1630,17,712,01,002,006,006,1,女,59,good
50620221031134408175722660,0,750,22,825,01,007,001,001,1,男,50,good
50620221012121133118470662,199,1209,31,230,01,005,006,004,1,男,46,good
50620221013131055122518462,0,1200,22,832,01,003,006,005,1,男,47,good
50620221012142721118791932,0,1620,16,371,01,002,021,006,1,男,60,good
50620221012112311118244983,229,1320,17,713,01,004,001,004,1,男,58,good
50620221029104106171747814,0,750,22,829,01,002,001,004,1,男,56,good
50620221009103913105767151,64,1300,22,280,01,003,021,004,1,女,47,good
50620221020163413148656618,198,1930,17,710,01,004,010,004,1,男,39,good
50620221021132735151536420,128,1240,17,712,01,002,010,005,1,男,38,good
50620221024163601160457424,0,1660,22,834,01,003,011,003,1,男,55,good
50620221007160437093307162,0,950,22,818,01,003,006,004,1,女,44,good
50620221002111757065242565,158,1502,09,210,01,005,005,003,0,男,34,good
50620221031184020175940006,0,750,22,825,01,007,006,005,1,男,55,good
50620221017110639136241950,0,2150,22,834,01,003,001,006,1,男,27,good
50620221004111731074283835,118,1092,09,210,01,003,,003,1,男,39,good
50620221009141150106389199,199,1209,31,230,01,003,003,004,1,女,42,good
50620221004101228073275363,96,650,22,818,01,002,006,006,1,女,53,good
50620221023152013157497892,0,2150,22,834,01,001,,006,1,女,37,good
50620221010102148109644719,129,1300,12,560,01,003,006,004,1,男,55,bad
50620221005154930079570750,64,1300,22,838,01,001,021,006,1,男,50,good
50620221003185047070515948,148,1440,17,712,01,003,002,005,0,男,34,good
50620221007182512095508966,119,2420,22,816,01,002,003,004,1,男,43,good
50620221025120601162920350,90,770,22,812,01,003,001,006,1,男,52,good
50620221024093329159574073,0,1660,22,834,01,002,021,004,1,女,39,good
50620221006142504082892903,0,750,22,830,01,004,006,004,1,女,43,good
50620221005122408079080652,158,1469,09,210,01,006,007,005,1,男,43,good
50620221001110945062733493,199,1209,31,230,01,004,003,003,1,女,30,good
50620221003152415070375704,0,950,22,831,01,004,003,004,1,女,49,good
50620221009182403106722618,99,2010,22,835,01,003,001,004,1,男,49,good
50620221018154108142357402,79,507,31,230,01,006,005,006,1,男,53,good
50620221012121236118471158,0,750,22,818,01,004,003,003,1,男,60,good
50620221006191442083244622,0,2150,22,831,01,002,008,006,0,男,40,good
50620221005145450079426446,119,710,18,733,01,004,006,004,1,女,42,good
50620221012162347119006874,128,1240,17,712,01,002,021,006,1,男,61,good
50620221005183318079712236,388,4000,09,210,01,007,006,003,0,男,33,good
50620221019094514144722774,74,480,22,818,01,005,001,003,1,女,38,good
50620221008093733101348933,228,1326,09,210,01,004,,005,1,女,49,good
50620221028113757169961163,198,1930,17,712,01,003,001,004,1,男,32,good
50620221003111820069234570,99,2010,22,826,01,005,005,003,1,男,31,good
50620221009180043106713803,0,950,22,280,01,004,006,004,1,男,49,bad
50620221013104330122193321,0,750,22,839,01,003,006,004,1,女,52,good
50620221008193733102466776,99,2010,22,835,01,002,008,006,1,女,28,good
50620221005155557079579807,0,950,22,834,01,003,015,006,1,男,60,good
50620221018152211142301439,119,2321,31,230,01,001,001,006,1,女,50,good
50620221002140332065556984,64,1300,22,838,01,003,001,006,1,男,48,good
50620221010191654111225189,0,1200,22,834,01,002,021,005,1,女,30,good
50620221005174655079677023,98,540,17,715,01,003,003,006,1,男,57,good
50620221011095521113578914,128,740,17,715,01,002,009,006,1,女,57,good
50620221006133315082849197,128,1240,17,716,01,004,001,006,1,男,56,good
50620221001165402063216223,279,2420,22,827,01,007,006,006,1,男,47,good
50620221018151414142289165,199,1209,31,230,01,003,003,003,1,男,43,good
50620221007160946093383715,158,1469,09,210,01,007,001,001,1,女,55,good
50620221005115353078749781,128,741,09,210,01,004,006,003,1,男,39,good
50620221005113955078672666,269,1600,31,230,01,003,005,006,1,男,38,good
50620221028114157169961266,64,1300,22,838,01,004,001,003,1,女,50,good
50620221028190032170497580,79,1600,22,835,01,003,007,006,1,男,40,good
50620221015143819129243607,68,956,31,230,01,004,,006,1,女,38,good
50620221008114104102030272,0,1200,22,832,01,003,004,004,1,男,57,good
50620221003120807069604254,158,1469,09,210,01,003,,004,1,男,54,good
50620221010105743110153646,0,1660,22,818,01,004,006,003,1,女,26,good
50620221006140100082854620,0,950,22,834,01,003,001,006,1,女,42,good
50620221019103320144887378,38,220,15,530,01,004,001,006,1,男,24,good
50620221012160129118977196,199,1209,31,230,01,002,006,006,1,女,48,good
50620221005180922079699056,118,1092,09,210,01,004,,003,1,男,41,good
50620221028203433170560832,0,1460,22,830,01,004,008,006,1,女,44,good
50620221023142258157403459,0,950,22,831,01,005,006,004,1,男,50,good
50620221006105702082400400,64,1300,22,829,01,003,003,006,1,男,55,good
50620221018094722141593232,99,2010,22,825,01,002,001,006,1,女,48,good
50620221013112233122303269,0,2150,22,833,01,004,008,004,1,男,60,good
50620221007172047094509443,79,1600,22,835,01,002,001,006,1,女,48,good
50620221003171026070452122,169,1639,31,230,01,003,001,006,1,男,52,good
50620221005100445077819220,0,750,22,831,01,002,001,004,1,女,50,good
50620221021182259151753348,119,790,22,818,01,004,006,004,1,男,55,good
50620221015151139129278491,0,1660,22,834,01,003,008,005,1,男,43,good
50620221001142853063021443,79,507,31,230,01,003,006,006,1,女,56,good
50620221003141946070165761,0,1460,22,834,01,005,010,003,1,男,34,good
50620221011131451114421378,0,1460,22,839,01,003,,003,1,男,54,good
50620221003174706070476775,149,3000,22,817,01,002,018,005,0,男,26,bad
50620221024175442160559761,64,1300,22,280,01,004,003,003,1,女,43,good
50620221012113051118246754,0,750,22,834,01,007,006,003,1,女,36,good
50620221008092319101220942,128,740,17,713,01,002,010,003,1,男,38,good
50620221004152116075167676,129,760,12,560,01,004,006,004,1,女,38,good
50620221031220705176074343,0,1460,22,831,01,003,021,003,0,女,35,good
50620221002125745065426844,128,1240,17,716,01,003,006,003,1,男,43,good
50620221011174426114637418,0,1200,22,834,01,003,001,006,1,女,42,good
50620221027220903168713424,0,1200,22,834,01,002,001,006,1,男,36,good
50620221012143532118793190,129,660,27,930,01,002,005,003,1,女,46,good
50620221007141134091536442,269,1600,31,230,01,004,006,003,1,男,52,good
50620221021143705151545124,0,1200,22,839,01,003,001,005,0,男,37,good
50620221020165825148714332,110,970,22,838,01,004,021,004,1,男,54,good
50620221001144541063085091,0,750,22,839,01,002,001,004,0,女,55,good
50620221026172914165807398,99,2010,22,816,01,003,001,006,1,男,46,good
50620221023171100157568054,98,760,17,714,01,003,003,003,1,女,49,good
50620221014154627125964631,0,750,22,830,01,002,005,005,1,女,61,good
50620221029191737172258162,110,970,22,830,01,003,007,004,1,男,55,good
50620221014172057126089611,199,950,27,938,01,004,003,004,1,女,49,good
50620221026142931165566930,269,2610,17,711,01,005,007,003,1,男,49,good
50620221013184616122793119,149,3000,22,816,01,003,006,004,1,女,31,good
50620221024101358159691955,0,750,22,830,01,004,,006,1,女,44,good
50620221020135331148491959,0,950,22,834,01,004,001,003,1,男,50,good
50620221021181757151746835,166,1460,22,812,01,004,007,006,1,男,42,good
50620221014093955125042223,148,1440,17,724,01,005,006,004,1,男,59,good
50620221022115616154347662,199,1931,31,230,01,004,003,004,1,女,43,good
50620221031194924175996788,0,950,22,832,01,002,021,006,1,男,51,good
50620221001153437063144400,0,750,22,834,01,002,007,004,1,男,40,good
50620221027172121168451238,64,1300,22,816,01,002,001,006,1,女,47,good
50620221026144540165605869,198,2610,17,719,01,003,005,004,1,男,47,good
50620221027144354168308995,129,520,12,558,01,004,008,006,1,女,40,good
50620221015101245128599844,96,650,22,818,01,003,008,004,1,女,44,good
50620221026084338164726481,0,750,22,825,01,003,004,004,1,女,38,good
50620221019173715145580161,0,950,22,825,01,007,001,001,1,男,41,good
50620221017104217135845736,0,750,22,816,01,004,,003,1,女,45,good
50620221024162623160457112,99,2010,22,280,01,005,016,003,1,男,60,good
50620221031095212175399386,0,1660,22,818,01,001,021,006,1,女,25,good
50620221013121135122394767,0,1200,22,830,01,003,001,006,1,男,48,good
50620221001164115063194144,79,1600,22,826,01,003,008,005,1,男,50,good
50620221023124019157315883,72,1404,31,230,01,002,005,006,1,男,60,good
50620221018122130142030602,380,3230,10,512,01,003,003,004,1,男,56,good
50620221028094034169858284,299,1780,12,561,01,003,005,004,1,女,55,good
50620221006105347082382725,78,900,18,730,01,004,021,004,1,女,34,good
50620221013185427122803786,79,507,31,230,01,002,,006,1,女,49,good
50620221009145328106474674,158,1502,09,210,01,006,,004,1,男,44,good
50620221008134930102202950,99,2010,22,838,01,003,021,006,1,男,43,good
50620221017175042139154708,0,1200,22,834,01,002,006,006,1,女,31,good
50620221014092322124768253,139,760,31,230,01,003,006,004,1,男,31,good
50620221030113008173666075,166,1460,22,827,01,003,006,004,1,男,46,good
50620221005101256077927329,88,507,09,210,01,004,006,005,1,女,32,good
50620221010172151111148140,0,1460,22,834,01,002,,006,1,女,43,good
50620221001124721062871173,0,1660,22,834,01,003,008,004,1,女,54,good
50620221017091200134308351,38,220,15,530,01,004,,004,1,女,43,good
50620221005125530079179403,199,1209,31,230,01,003,005,002,1,男,50,good
50620221023160420157521934,169,1014,31,230,01,004,008,004,1,男,42,good
50620221022183054154781534,198,1930,17,720,01,004,008,004,1,女,29,good
50620221006172341083151106,198,1930,17,718,01,003,003,004,1,女,47,good
50620221013114653122384935,0,1200,22,818,01,003,001,004,1,男,32,good
50620221012164537119012888,0,950,22,280,01,003,011,004,1,男,25,good
50620221013114715122384837,139,1200,22,812,01,003,002,006,1,男,35,good
50620221016152952132539523,79,1600,22,838,01,004,005,006,1,女,51,good
50620221023104416156997047,199,1209,31,230,01,004,003,006,1,男,34,good
50620221015121029129129456,0,1460,22,827,01,005,003,003,0,男,31,good
50620221023180740157614830,199,1209,31,230,01,002,006,006,1,男,37,good
50620221002211811065972108,159,2160,27,934,01,002,008,006,1,男,43,good
50620221007132506090822356,0,950,22,834,01,003,011,004,1,女,34,good
50620221030145713173949999,199,1209,31,230,01,004,006,004,1,男,40,good
50620221023171228157568589,0,950,22,830,01,003,001,006,1,男,25,good
50620221002104941065217057,269,1600,31,230,01,005,006,003,1,男,41,good
50620221005115720078749677,110,970,22,835,01,003,006,005,1,男,53,good
50620221015145205129245164,90,770,22,812,01,003,003,003,1,女,58,good
50620221031163717175851513,0,950,22,834,01,003,007,002,1,男,28,good
50620221021114607151328386,0,1460,22,834,01,001,001,006,1,女,48,good
50620221017104346135868474,0,1660,22,812,01,003,007,004,1,男,32,good
50620221023141011157374230,0,1200,22,834,01,003,001,004,1,男,40,good
50620221029161819172146684,128,1112,09,210,01,003,009,004,0,男,27,bad
50620221020171952148742143,0,750,22,834,01,004,001,006,1,男,40,good
50620221024190247160600155,70,560,22,812,01,002,002,005,1,男,36,good
50620221004172152075292686,0,950,22,840,01,004,,006,1,女,61,good
50620221005084343076515363,199,1209,31,230,01,003,014,005,1,男,42,good
50620221027180531168484183,99,2010,22,838,01,002,006,006,1,女,45,good
50620221012145245118814395,96,650,22,818,01,003,006,003,1,男,49,good
50620221009184851106730777,119,2420,22,816,01,003,005,005,1,男,46,good
50620221003110022068966298,158,1469,09,210,01,003,,002,1,男,54,good
50620221001150400063119173,67,1307,31,230,01,003,006,006,1,男,42,good
50620221030150450173962886,0,950,22,281,01,003,008,006,1,男,42,good
50620221011154301114548756,168,1630,17,716,01,003,008,006,1,男,62,good
50620221023111104157195352,199,1209,31,230,01,002,006,006,1,男,38,good
50620221021172337151716761,99,2010,22,825,01,003,008,003,1,女,36,good
50620221014122540125741520,58,329,09,210,01,002,,006,1,男,61,good
50620221018144808142259102,58,329,09,210,01,004,,003,1,女,45,good
50620221016170600132646432,128,1240,17,710,01,004,010,002,1,男,45,good
50620221001202457063368150,158,917,09,210,01,002,005,005,1,男,28,good
50620221014094814125062696,148,780,17,714,01,002,006,005,1,女,34,good
50620221014143339125848686,0,750,22,817,01,003,004,003,1,男,47,good
50620221021103331151058701,0,750,22,280,01,004,003,004,1,男,56,good
50620221015150838129269390,99,2010,22,816,01,003,003,004,1,女,27,good
50620221010100107109270692,64,1300,22,838,01,003,003,004,1,男,35,good
50620221001185710063318480,199,1209,31,230,01,002,006,006,1,男,46,good
50620221021104301151117450,0,2860,22,827,01,003,006,004,1,女,35,good
50620221019201032145679908,0,1460,22,280,01,005,003,006,1,男,58,good
50620221017122033137381813,199,950,27,931,01,002,003,006,1,男,27,good
50620221002193148065807066,0,950,22,834,01,001,001,006,1,女,31,good
50620221003201857070577748,148,1440,17,716,01,003,009,004,1,女,29,good
50620221003145747070231187,88,439,09,210,01,004,,004,1,男,48,good
50620221023165728157566642,39,210,27,930,01,003,005,003,1,男,34,good
50620221025110029162874990,0,950,22,818,01,003,005,005,1,男,56,good
50620221017105705136088367,149,3000,22,817,01,003,016,004,1,女,36,bad
50620221023153347157499756,0,750,22,839,01,003,021,004,1,男,54,good
50620221031123846175678707,128,1112,09,210,01,005,013,003,1,男,31,bad
50620221024095618159580170,0,950,22,834,01,003,015,006,0,男,54,good
50620221019131609145363898,0,1460,22,818,01,004,005,004,1,男,41,good
50620221006101816081981818,199,1209,31,230,01,003,,006,1,男,49,good
50620221016153501132540764,199,1209,31,230,01,003,008,005,1,女,42,good
50620221026172609165806294,169,1014,31,230,01,005,013,004,1,男,53,good
50620221030175142174119323,0,750,22,831,01,004,003,004,1,女,59,good
50620221014161100125979543,79,1600,22,838,01,005,021,004,1,男,41,good
50620221002105948065219115,26,507,31,230,01,002,003,004,1,女,32,good
50620221024115800160054153,128,1112,09,210,01,003,009,004,1,男,44,good
50620221027154421168361296,0,750,22,834,01,003,001,003,1,女,38,good
50620221016112412132138360,189,1600,22,833,01,001,003,005,1,男,41,good
50620221018151721142294867,79,1600,22,280,01,003,006,004,1,男,35,good
50620221002113035065244919,79,1600,22,825,01,003,,004,1,男,50,good
50620221018185131142540759,168,1300,17,714,01,002,006,006,1,女,54,good
50620221029152030172104721,79,1600,22,280,01,004,006,005,1,男,49,good
50620221006113554082684106,26,507,31,230,01,003,008,005,1,男,58,good
50620221025212357163399813,72,1404,31,230,01,002,006,006,1,男,33,good
50620221021114407151328299,68,610,22,826,01,003,,006,1,男,30,good
50620221012094659116978626,199,1209,31,230,01,004,021,003,1,男,54,good
50620221002173232065730324,199,950,27,934,01,004,001,004,1,男,40,good
50620221025172840163245910,0,750,22,834,01,007,001,003,1,男,40,good
50620221016160627132598465,0,710,15,635,01,003,001,005,1,男,25,good
50620221019114123145237623,199,1209,31,230,01,004,004,003,1,男,50,good
50620221019130800145363564,169,1639,31,230,01,002,015,005,1,男,53,good
50620221016174359132687375,149,3000,22,817,01,003,006,004,1,男,35,bad
50620221002171854065714959,0,1660,22,818,01,005,006,003,1,男,50,good
50620221025143515163080933,0,750,22,280,01,003,006,004,1,女,46,good
50620221016100054131659328,0,950,22,816,01,003,001,005,0,男,33,good
50620221022104452153973408,30,580,20,774,01,003,003,004,1,男,50,good
50620221011120804114287799,99,1340,27,931,01,003,003,004,1,男,40,good
50620221030171402174096341,119,1010,10,512,01,003,006,006,1,男,32,good
50620221024122314160076558,199,1209,31,230,01,004,006,006,1,男,52,good
50620221002072405063979812,148,1440,17,716,01,002,004,004,1,男,59,good
50620221026191702165919923,0,750,22,834,01,003,003,004,1,女,54,good
50620221022121329154449707,0,950,22,839,01,003,005,004,1,女,50,good
50620221028194427170520915,0,1460,22,830,01,003,006,003,1,女,37,good
50620221031130717175720595,64,1300,22,835,01,002,007,004,1,男,39,good
50620221006193206083257894,269,1600,31,230,01,003,005,004,1,女,37,good
50620221012141056118765181,0,950,22,832,01,002,005,006,1,男,39,good
50620221018100831141658679,0,1460,22,834,01,003,004,003,1,男,31,good
50620221002165351065704550,0,1460,22,826,01,002,,004,0,女,24,good
50620221024110023159872243,90,770,22,830,01,002,002,006,1,男,55,bad
50620221024153301160371106,225,1480,22,818,01,002,001,006,1,男,49,good
50620221019101934144843115,79,760,31,230,01,002,,006,0,女,58,good
50620221010133647110915741,158,1502,09,210,01,007,009,004,1,男,46,good
50620221005122459079080772,79,1600,22,838,01,003,013,006,0,男,45,good
50620221006143913082921691,0,750,22,839,01,003,006,003,1,女,41,good
50620221020103159147927655,0,950,22,818,01,002,002,006,1,男,59,good
50620221028173002170416688,79,1600,22,838,01,002,005,005,1,男,50,good
50620221027170711168440186,0,1460,22,834,01,006,001,006,1,女,40,good
50620221029165833172163312,199,1209,31,230,01,003,005,002,1,男,26,good
50620221010171532111141778,79,1600,22,830,01,003,006,004,1,女,28,good
50620221001185300063311149,139,1200,22,812,01,003,006,004,1,男,57,good
50620221010144740110986618,158,1469,09,210,01,003,007,006,1,男,53,good
50620221007154729093044371,198,1540,17,724,01,004,,003,1,男,58,good
50620221011200842114752877,78,760,17,714,01,003,,006,1,女,44,good
50620221023093531156727808,0,950,22,830,01,002,006,006,1,女,48,good
50620221011122224114384860,0,750,22,834,01,003,004,003,1,女,30,good
50620221015162303129338237,0,750,22,834,01,007,,004,1,男,44,good
50620221027105111168083954,169,1014,31,230,01,004,006,004,1,男,40,good
50620221001113352062815187,129,1300,12,560,01,003,006,003,1,男,38,bad
50620221024195924160623931,0,750,22,830,01,003,007,006,1,男,48,good
50620221027183515168504898,149,3030,22,830,01,004,003,004,1,女,42,good
50620221017101432135400646,158,917,09,210,01,007,,004,1,女,38,good
50620221007165843094164995,0,950,22,818,01,004,021,003,1,男,52,good
50620221024151432160360979,98,540,17,715,01,002,007,004,1,女,33,good
50620221028122714170114248,149,3030,22,812,01,002,002,006,0,男,34,bad
50620221031090940175241378,64,1300,22,838,01,003,005,006,1,男,55,good
50620221021144611151563518,26,507,31,230,01,004,005,004,1,男,50,bad
50620221004161408075233801,279,2420,22,827,01,003,021,005,1,男,37,good
50620221012084848115996231,72,1404,31,230,01,003,014,005,1,女,47,good
50620221016110921132136262,68,507,31,230,01,003,009,003,1,男,27,good
50620221027152914168345686,0,1660,22,834,01,003,001,006,1,女,49,good
50620221011091647113047257,79,1600,22,830,01,002,019,005,1,女,38,good
50620221024135949160249130,64,1300,22,280,01,003,,004,1,男,33,good
50620221016161033132600189,0,1460,22,830,01,003,001,006,1,男,44,good
50620221023142932157416931,0,950,22,833,01,002,021,006,1,男,46,good
50620221009142412106391073,269,1600,31,230,01,002,008,005,1,女,33,good
50620221030103437173643558,110,970,22,827,01,004,006,003,1,男,40,good
50620221017172751139146885,149,3030,22,817,01,004,005,006,1,男,42,good
50620221008104601101956575,198,1930,17,712,01,003,006,006,1,男,30,bad
50620221020172555148753887,98,950,17,710,01,005,001,003,1,女,49,good
50620221027104250168083724,0,750,22,829,01,004,006,003,1,男,54,good
50620221015144933129245022,98,950,17,710,01,003,001,003,1,女,45,good
50620221001110114062688870,158,1502,09,210,01,003,,006,1,男,50,good
50620221001110538062715152,0,1200,22,818,01,003,006,003,1,女,31,good
50620221031111459175488901,99,2010,22,838,01,002,003,005,1,男,34,good
50620221014111753125459895,119,790,22,826,01,002,008,005,1,男,60,good
50620221002181245065755467,199,950,27,931,01,003,009,006,1,男,48,good
50620221028123321170147750,0,1200,22,834,01,002,,006,1,男,44,good
50620221012172613119052684,179,1200,22,818,01,004,008,003,1,男,54,good
50620221011120729114278272,169,1014,31,230,01,004,021,005,1,男,47,good
50620221029173856172197950,79,507,31,230,01,003,009,005,1,男,53,good
50620221007121312089610331,68,956,31,230,01,003,015,005,1,女,46,good
50620221004142954074985716,0,950,22,825,01,003,009,005,1,女,31,good
50620221003135436070148099,199,1209,31,230,01,002,006,006,1,男,48,good
50620221022165242154717753,110,970,22,830,01,003,005,006,1,男,41,good
50620221001170137063217245,158,917,09,210,01,002,,006,1,男,34,good
50620221001123138062866783,0,750,22,839,01,006,001,003,1,女,32,good
50620221030103636173642282,128,740,17,715,01,002,013,006,1,男,56,good
50620221008122509102041748,129,660,27,930,01,003,005,003,1,男,31,good
50620221014151542125919202,128,740,17,715,01,003,006,004,1,女,48,good
50620221001112044062786774,128,1240,17,716,01,003,001,006,1,男,45,good
50620221013114538122384349,168,1630,17,716,01,002,021,005,1,男,59,good
50620221026145209165614311,169,1014,31,230,01,007,005,006,1,男,40,good
50620221005193259079746485,128,1240,17,716,01,005,006,003,1,女,44,good
50620221018172337142491798,148,1440,17,716,01,003,021,006,1,女,58,good
50620221008115708102031365,158,1499,09,210,01,007,001,001,1,男,51,good
50620221001162711063191970,0,1660,22,834,01,002,,006,1,男,27,good
50620221014180452126114538,26,507,31,230,01,004,006,005,1,女,42,good
50620221004191903075364018,168,1630,17,712,01,003,002,004,1,男,51,good
50620221020142152148502150,0,950,22,831,01,003,006,006,1,男,49,good
50620221003144800070229799,49,990,22,835,01,003,001,004,1,男,60,good
50620221006172218083148652,0,2150,22,840,01,004,001,003,1,男,24,good
50620221020125850148350485,92,730,22,817,01,005,006,001,1,男,48,good
50620221017153610139031861,239,2030,10,512,01,006,007,003,1,男,42,good
50620221011144448114459923,119,1010,10,527,01,004,008,005,1,男,53,good
50620221027104333168083247,129,1300,12,560,01,005,001,004,1,男,53,good
50620221010190640111222885,0,1200,22,818,01,004,005,004,1,女,32,good
50620221005174059079675963,0,750,22,830,01,005,005,005,1,男,56,good
50620221008174749102396596,129,660,27,930,01,002,005,003,1,男,49,good
50620221030123011173698840,0,1660,22,834,01,001,001,006,1,男,27,good
50620221018150605142278088,269,2614,31,230,01,004,,004,1,男,45,good
50620221024132152160140609,64,1300,22,280,01,001,017,006,1,男,52,good
50620221003161853070416887,0,950,22,280,01,004,006,006,0,男,34,good
50620221010175615111174565,269,1600,31,230,01,004,005,005,1,男,50,good
50620221003154137070380855,0,1200,22,834,01,002,006,005,1,男,27,good
50620221017184007139185502,99,2010,22,835,01,004,003,006,1,男,35,good
50620221002152001065630707,64,1300,22,838,01,003,003,006,1,男,59,good
50620221001105849062674993,0,950,22,833,01,004,001,003,1,男,46,good
50620221010144435110981215,99,2010,22,838,01,004,006,005,1,男,55,good
50620221026104529165201534,166,1460,22,826,01,002,,006,1,女,35,good
50620221019113448145182618,98,780,31,230,01,003,,003,1,女,28,good
50620221015163902129340858,0,750,22,834,01,003,001,006,1,女,32,good
50620221011173753114636941,72,1404,31,230,01,003,003,003,1,男,55,bad
50620221031111852175488423,159,940,12,560,01,003,001,006,1,女,38,good
50620221025133836163070170,0,750,22,830,01,005,001,004,1,男,53,good
50620221012150934118919615,158,1469,09,210,01,004,,003,1,男,43,good
50620221001161405063173742,0,750,22,833,01,003,006,004,1,男,53,good
50620221026131326165531545,0,1417,16,394,01,003,006,006,1,男,54,good
50620221011180515114658721,79,1600,22,816,01,003,011,003,1,女,45,good
50620221012132150118693773,0,1460,22,833,01,002,001,005,1,男,50,good
50620221003112900069289833,128,1240,17,712,01,003,006,005,1,男,33,good
50620221020103615148005438,0,1660,22,816,01,004,017,003,1,女,51,good
50620221002111919065243647,0,1200,22,834,01,002,008,006,1,男,32,good
50620221031175014175905060,0,1200,22,834,01,003,001,004,1,女,39,good
50620221022175219154754174,139,760,31,230,01,002,006,006,1,女,29,good
50620221014105925125298217,158,1469,09,210,01,003,003,004,1,男,31,good
50620221004154823075219842,0,2860,22,834,01,003,001,003,1,男,46,good
50620221016115233132216490,198,1130,17,715,01,003,006,003,1,女,25,bad
50620221017182951139184349,139,1200,22,816,01,005,004,003,1,男,58,good
50620221009170225106654873,0,1200,22,830,01,004,,003,1,男,55,good
50620221028175326170433533,99,2010,22,280,01,001,,006,1,女,55,good
50620221010120625110596647,118,1092,09,210,01,004,006,004,1,男,55,good
50620221030155353174005040,0,1200,22,827,01,002,021,005,1,男,57,good
50620221008161449102317265,72,1404,31,230,01,002,021,006,1,男,55,good
50620221022123139154470633,0,750,22,834,01,002,021,005,1,女,27,good
50620221031134029175722587,0,1200,22,834,01,005,001,005,1,男,42,good
50620221031125735175702748,239,1240,27,930,01,003,006,003,1,男,39,good
50620221026143041165569678,0,950,22,838,01,002,021,006,1,男,56,good
50620221023140224157354627,0,1200,22,834,01,002,006,006,1,男,46,good
50620221009143406106440860,140,2730,20,774,01,003,011,004,1,男,25,good
50620221015141114129217528,0,950,22,839,01,002,006,006,1,女,46,good
50620221021162156151663161,0,750,22,839,01,003,008,004,1,女,50,good
50620221001134116062895930,0,1460,22,818,01,003,007,004,1,女,47,good
50620221029111655171904495,198,1930,17,710,01,005,010,003,1,男,39,good
50620221030171226174096468,158,1502,09,210,01,004,,003,1,男,34,good
50620221021121431151357090,0,950,22,830,01,003,006,004,1,女,46,good
50620221015105607128801563,239,1240,27,930,01,002,,006,1,男,50,good
50620221017110156136168049,0,1460,22,834,01,004,001,006,1,男,30,good
50620221022123446154473801,0,950,22,830,01,003,001,004,1,女,45,good
50620221003151232070374248,159,940,12,554,01,004,003,005,1,男,54,good
50620221001205558063390366,199,1209,31,230,01,004,006,006,1,男,46,good
50620221001201743063368324,0,950,22,834,01,001,,006,1,男,51,good
50620221020185712148803273,79,507,31,230,01,002,003,005,1,女,36,good
50620221002094934064903497,0,750,22,839,01,003,006,004,1,男,45,bad
50620221002143159065560731,0,1200,22,834,01,001,,006,1,男,46,good
50620221005120731078870308,199,1931,31,230,01,003,,003,1,男,40,good
50620221020105010148035418,128,1112,09,210,01,003,009,004,1,男,36,bad
50620221009080551104933762,149,3030,22,829,01,003,005,003,1,男,43,good
50620221020110607148103825,269,1600,31,230,01,004,021,006,1,男,48,good
50620221029140521172018923,199,1209,31,230,01,003,001,003,1,女,35,good
50620221005134213079397427,119,710,18,733,01,003,003,005,1,男,54,good
50620221016152749132540304,0,950,22,834,01,007,001,006,1,男,46,good
50620221001124106062870424,139,1200,22,812,01,002,021,006,1,女,46,good
50620221007184848095888661,139,760,31,230,01,002,006,004,1,女,47,good
50620221020123904148348479,99,2010,22,838,01,003,003,005,1,男,57,good
50620221030161135174009634,68,956,31,230,01,004,012,005,1,女,52,good
50620221023113116157266069,0,950,22,831,01,002,005,005,1,男,47,good
50620221003151734070374544,38,220,15,530,01,003,006,005,1,女,57,good
50620221024104216159870198,0,1460,22,280,01,003,003,006,1,男,45,good
50620221026155404165711786,269,1600,31,230,01,003,005,006,1,男,49,good
50620221013105419122195948,129,1440,12,558,01,003,001,004,1,女,52,bad
50620221016182124132719275,0,1460,22,830,01,003,,003,1,男,35,good
50620221030162954174037392,0,950,22,840,01,003,003,004,0,男,28,good
50620221005151831079548326,158,1502,09,210,01,003,006,006,1,男,36,good
50620221013153240122638791,0,1660,22,818,01,002,004,003,1,男,47,good
50620221026172653165806437,64,1300,22,280,01,003,021,004,1,男,32,good
